Date,Rsum,Lamps,T_inside,CO2,T_Max,T_Avg,T_Min,DP_Max,DP_Avg,DP_Min,H_Max,H_Avg,H_Min,P_Max,P_Avg,P_Min,Produced
7/31/17,2566,0,24.4,573,28.9,22.7,13.9,17.2,14.7,12.8,94,64.3,37,29.7,29.6,29.6,800
8/1/17,2182,0,27,650,33.9,25.4,17.2,21.1,17.3,13.9,94,65,31,29.8,29.7,29.7,716
8/2/17,2390,0,27.6,715,33.9,26.9,18.9,20,18.2,15,100,63.3,34,29.7,29.7,29.6,1125
8/3/17,2239,0,27.1,595,32.2,26.5,20,21.1,18.7,17.2,88,64.5,40,29.6,29.5,29.5,1280
8/4/17,2141,0,27.1,634,33.9,26.6,18.9,22.2,17.9,12.8,100,64,29,29.5,29.4,29.4,1971
8/5/17,2063,0,25.9,624,31.1,25.2,20,20,17.7,12.8,88,65.6,33,29.5,29.4,29.4,3141
8/6/17,1671,0,24.5,674,30,23.8,16.1,20,16.4,13.9,94,65.7,40,29.6,29.6,29.5,2860
8/7/17,360,0,21.6,609,22.8,20.2,16.1,20,18.7,15,100,91,83,29.6,29.6,29.5,2675
8/8/17,1634,0,20.1,553,21.1,17.1,12.8,15,13.6,12.8,100,81.4,64,29.7,29.7,29.6,1325
8/9/17,2531,0,21.8,525,26.1,20.3,13.9,16.1,14.7,12.8,94,72.2,51,29.8,29.8,29.7,1280
8/10/17,2400,0,23.6,527,28.9,22.3,13.9,17.2,14.9,12.8,94,65.7,40,29.8,29.7,29.7,1160
8/11/17,2251,0,25.2,592,31.1,24,15,17.2,15.1,12.2,94,62.2,31,29.7,29.6,29.6,1070
8/12/17,2241,0,25.8,613,32.2,25,16.1,17.8,14.9,11.1,100,59.3,29,29.6,29.5,29.4,1340
8/13/17,2239,0,25.6,606,33.9,25.1,15,16.1,13.3,7.2,94,55.6,20,29.4,29.4,29.4,1180
8/14/17,1364,0,23.5,526,26.1,22.3,17.2,20,17.4,13.9,94,74.7,65,29.6,29.5,29.4,1620
8/15/17,2074,0,23.6,532,27.8,22.6,17.8,18.9,17.1,15,83,71.7,54,29.7,29.7,29.6,1751
8/16/17,2172,0,24.5,542,30,23.9,17.2,18.9,17.4,16.1,100,69.8,43,29.7,29.7,29.6,1620
8/17/17,2189,0,24.1,559,31.1,23.9,15,16.1,14.3,11.1,88,58.2,29,29.7,29.7,29.6,1260
8/18/17,2190,0,23.8,593,32.8,24.1,13.9,15,12.1,7.8,88,52.5,22,29.7,29.7,29.6,1620
8/19/17,2131,0,23.9,642,33.9,24.1,13.9,15,10.1,3.9,94,50.2,16,29.7,29.7,29.6,1720
8/20/17,2223,0,24,602,32.2,24.4,15,12.8,9.8,5,72,43,19,29.7,29.6,29.6,2360
8/21/17,1994,0,23.4,606,32.8,24.6,16.1,17.2,10.3,3.9,88,45.6,16,29.6,29.4,29.4,2100
8/22/17,632,0,19.3,780,18.9,16.3,12.8,17.2,14.6,12.8,100,89.7,73,29.4,29.4,29.3,2000
8/23/17,1503,474,20.6,597,20,14.9,12.2,15,12.3,11.1,100,84,56,29.4,29.3,29.3,1340
8/24/17,1165,474,19.1,663,17.8,13.9,12.2,12.2,10.8,7.2,100,83.7,49,29.6,29.5,29.4,1660
8/25/17,2128,474,21.9,583,25,17.9,11.1,13.9,11.1,7.8,94,67.9,34,29.7,29.6,29.6,920
8/26/17,1784,474,22.9,580,27.2,20.4,12.8,16.1,13.3,11.1,100,66.9,39,29.6,29.6,29.6,1140
8/27/17,1824,474,23.4,596,27.8,20.9,13.9,17.8,15.8,13.9,100,74.9,48,29.6,29.5,29.4,1540
8/28/17,991,474,19.9,603,18.9,16.7,12.2,17.8,13.7,8.9,100,82.4,64,29.5,29.4,29.3,1760
8/29/17,1106,533,20.2,716,15,13.6,12.8,8.9,8.8,7.8,77,72.8,63,29.7,29.6,29.6,1164
8/30/17,663,1068,20.4,721,15,12.9,8.9,8.9,7.7,7.2,87,71.1,59,29.7,29.7,29.7,840
8/31/17,1550,585,20.2,606,18.9,12.8,5,10,7.8,5,100,74.7,49,29.7,29.7,29.6,1265
9/1/17,1647,534,21,641,20,14.6,6.1,12.2,9.6,6.1,100,74.1,49,29.6,29.6,29.4,1591
9/2/17,1141,650,21.5,606,22.2,16.6,12.2,15,13.7,11.1,100,84.2,60,29.5,29.4,29.4,1337
9/3/17,1727,534,22.8,588,26.1,17.7,8.9,15,11.3,8.9,100,71.8,36,29.5,29.4,29.4,1550
9/4/17,1006,789,23,586,25,18.6,12.8,16.1,14.2,12.2,100,77.8,50,29.4,29.4,29.3,1352
9/5/17,927,782,20.6,604,18.9,15.1,12.8,13.9,11.7,10,100,81.7,56,29.4,29.4,29.4,1371
9/6/17,514,914,20.2,692,16.1,13.4,12.2,13.9,11.4,8.9,100,86.9,77,29.4,29.3,29.3,1216
9/7/17,923,824,20.3,710,17.2,13.8,11.1,15,11,7.2,100,84.5,55,29.4,29.4,29.3,1365
9/8/17,1252,844,20.9,633,18.9,14.5,10,11.1,9.4,7.8,94,73.1,52,29.6,29.5,29.4,2060
9/9/17,1856,534,22.4,715,25,16.1,7.2,12.8,9.9,7.2,100,71.8,38,29.6,29.5,29.5,2120
9/10/17,1560,534,23.3,648,27.2,20.1,12.8,13.9,11.9,8.9,94,62.8,34,29.5,29.5,29.4,3440
9/11/17,1736,534,23.8,667,27.8,20.5,12.8,17.2,13.9,11.1,88,67.3,48,29.5,29.5,29.4,4600
9/12/17,1634,534,24.1,608,27.8,21.6,13.9,16.1,13.4,11.1,94,62.9,35,29.4,29.3,29.1,5495
9/13/17,618,952,22,611,20,17.8,12.8,17.2,13.6,10,100,76.7,56,29.4,29.3,29.1,4911
9/14/17,1731,533,23.3,684,27.2,18,7.8,10,8.6,7.2,100,60.2,30,29.4,29.4,29.4,4680
9/15/17,1269,637,21.9,650,22.2,17,10,12.8,10.1,6.1,88,65.1,43,29.6,29.4,29.3,4571
9/16/17,1348,534,22.2,712,22.8,15.1,5,8.9,6.7,3.9,100,61.6,31,29.7,29.7,29.6,4950
9/17/17,1643,533,24.3,678,31.1,22.4,13.9,12.2,9.3,6.1,72,45.3,25,29.6,29.5,29.4,4200
9/18/17,1537,548,23.3,654,23.9,19.8,13.9,12.2,8.5,5,64,49.1,29,29.6,29.4,29.3,4610
9/19/17,1696,533,22.4,644,21.1,14.9,7.2,11.1,6.3,3.9,88,59.1,33,29.7,29.6,29.6,4110
9/20/17,544,884,21.5,692,22.8,15.9,12.2,12.2,10.6,8.9,100,73.3,41,29.6,29.5,29.4,3135
9/21/17,1349,566,23.8,663,30,21.2,13.9,15,10.9,8.9,77,54.3,31,29.4,29.4,29.3,2720
9/22/17,1482,534,24.3,589,30,24.2,18.9,13.9,9.8,5,68,43.3,20,29.5,29.4,29.4,3101
9/23/17,716,889,21.5,651,22.2,16.8,12.2,15,10.1,7.2,88,66.4,41,29.7,29.6,29.5,3745
9/24/17,236,1008,21.4,712,15,13.5,12.2,11.1,8.9,7.2,88,74.7,59,29.9,29.8,29.7,3090
9/25/17,1425,538,21.6,715,22.8,15.8,8.9,7.8,5.6,2.8,82,54.4,27,30,29.9,29.9,3397
9/26/17,1561,534,21.3,759,18.9,13.3,7.8,5,4.1,1.1,81,56.2,30,30.1,30,30,4070
9/27/17,1503,534,21.2,856,16.1,11.2,5,7.2,4.1,1.1,82,63.6,42,30.2,30.1,30.1,5420
9/28/17,1537,534,21.3,930,15,7.7,1.1,2.2,0.2,-2.2,87,62.5,33,30.2,30.2,30.2,4710
9/29/17,1521,534,21.2,885,15,6.7,-1.1,2.2,-0.4,-2.2,100,66,34,30.2,30.1,30,4760
9/30/17,378,1009,21.6,862,7.8,5.1,0,3.9,1.9,0,100,80.5,66,30,30,29.9,6080
10/1/17,358,1009,21.7,863,10,8.3,7.2,3.9,3.4,2.2,81,72.1,58,30,30,29.9,5160
10/2/17,481,1009,21.7,844,10,7.3,1.1,5,2.6,-1.1,93,74.4,47,30,30,29.9,4620
10/3/17,1194,550,21.7,1017,13.9,7,-2.2,2.2,-0.1,-2.2,100,65,38,29.9,29.8,29.7,4931
10/4/17,272,1009,21.7,827,11.1,9.6,7.8,10,7.4,3.9,100,86.8,66,29.7,29.7,29.6,4760
10/5/17,524,889,21.5,811,15,10.9,7.8,11.1,8.8,7.2,100,88.3,63,29.6,29.3,29.1,4349
10/6/17,365,990,21.3,802,12.2,10,7.2,10,7.7,5,100,86.3,67,29.4,29.1,28.9,4232
10/7/17,1011,719,21.4,846,13.9,7.9,2.8,7.2,5.4,2.2,100,85.2,55,29.6,29.5,29.4,3560
10/8/17,238,975,21.4,857,8.9,5.3,0,8.9,5.3,0,100,99.6,93,29.6,29.4,29.2,3440
10/9/17,748,916,21.4,869,12.2,9.1,6.1,8.9,5.9,2.2,100,82.8,54,29.5,29.3,29,3190
10/10/17,1173,757,21.7,870,13.9,7.9,2.8,5,3.1,1.1,100,74.1,44,29.6,29.5,29.5,2330
10/11/17,666,933,21.6,886,12.8,8.6,2.8,11.1,6.6,2.8,100,88.2,71,29.6,29.6,29.5,2970
10/12/17,474,1070,22,886,16.1,12.2,10,12.8,11.2,10,100,93.4,77,29.6,29.5,29.5,2680
10/13/17,606,942,21.5,873,12.8,11.7,8.9,11.1,7.9,3.9,94,79.3,54,29.5,29.4,29.4,1615
10/14/17,346,1070,21.6,885,10,9.1,7.8,8.9,6.9,3.9,100,86.7,66,29.6,29.5,29.4,2870
10/15/17,413,1069,21.5,857,17.2,11.8,7.8,13.9,10.3,7.2,100,90.9,63,29.6,29.5,29.4,2770
10/16/17,880,674,21.6,938,15,10.3,7.2,8.9,7.6,7.2,100,84.3,59,29.8,29.7,29.6,2360
10/17/17,559,1026,21.6,805,16.1,12.2,7.8,12.8,10.7,7.2,100,91.1,72,29.8,29.7,29.6,2501
10/18/17,975,700,22.1,767,20,11.7,6.1,13.9,10.4,6.1,100,93.4,68,29.7,29.6,29.6,2660
10/19/17,670,858,21,673,20,12.4,7.2,13.9,10.7,7.2,100,90.5,64,29.6,29.6,29.5,3741
10/20/17,369,778,21.6,789,13.9,11.1,7.8,10,8.2,6.1,94,83.3,72,29.7,29.6,29.6,4231
10/21/17,342,1069,21.6,792,12.2,8.7,6.1,8.9,6.8,5,100,87.8,82,29.7,29.6,29.4,4430
10/22/17,694,754,21.5,1006,8.9,4.3,0,6.1,1.2,-2.2,100,82.2,50,29.7,29.6,29.4,3840
10/23/17,666,777,21.5,903,6.1,2.4,-2.8,2.2,-0.4,-3.9,100,82,66,29.7,29.6,29.6,4080
10/24/17,357,1194,21.4,886,6.1,3.2,0,2.2,-0.1,-2.2,100,79.5,65,29.9,29.8,29.6,4120
10/25/17,850,1034,21.5,947,6.1,0,-3.9,-1.1,-2.1,-3.9,100,87.7,57,29.9,29.9,29.9,4741
10/26/17,181,1194,21.6,831,8.9,4.4,-2.2,8.9,4.1,-2.2,100,97.6,87,29.9,29.6,29.5,4700
10/27/17,360,1194,21.6,796,12.2,8.6,6.1,7.8,6.9,6.1,100,89.2,72,29.5,29.4,29.3,5063
10/28/17,238,1194,21.3,815,8.9,5.7,1.1,7.8,5.1,0,100,95.6,81,29.3,29.2,29.1,4570
10/29/17,215,1193,21.5,832,8.9,6.8,2.8,6.1,4.7,2.2,100,87,71,29.1,28.8,28.5,4890
10/30/17,274,1194,21.6,856,6.1,4.3,2.2,6.1,2.9,1.1,100,90.6,76,28.9,28.6,28.4,4260
10/31/17,204,1194,21.8,826,3.9,2.9,2.2,1.1,-0.6,-2.8,93,77.7,65,29.3,29.1,28.9,4760
11/1/17,723,1162,21.6,856,6.1,3.2,0,5,0,-2.8,100,81.6,57,29.5,29.4,29.4,5060
11/2/17,179,1193,21.6,724,8.9,7.4,5,8.9,6.7,5,100,95.6,93,29.4,29.3,29.3,4570
11/3/17,259,1194,21.5,781,10,8.7,7.8,8.9,8.1,7.8,100,96.2,87,29.5,29.3,29.2,4621
11/4/17,237,1194,21.5,932,8.9,7.8,6.1,7.8,6.9,5,100,93.8,82,29.8,29.7,29.5,4560
11/5/17,143,1194,21.6,799,8.9,7.4,6.1,7.2,6.4,5,100,92.2,82,29.8,29.8,29.7,4811
11/6/17,182,1194,21.5,825,7.2,6.2,3.9,6.1,3.6,1.1,93,83.8,76,29.9,29.8,29.8,4500
11/7/17,108,1194,21.6,826,3.9,2.4,2.2,1.1,0.6,0,93,88.5,81,30,29.9,29.9,5770
11/8/17,112,1194,21.5,829,2.8,2.2,1.1,2.8,1.3,0,100,94.8,87,30,30,30,6126
11/9/17,111,1194,21.5,922,6.1,4.3,2.8,6.1,3.9,2.8,100,97.7,93,30,29.9,29.8,6411
11/10/17,107,1194,21.5,813,7.8,6.2,5,6.1,5.4,3.9,100,94.7,81,29.8,29.7,29.6,6299
11/11/17,369,1163,21.5,811,11.1,8.1,5,7.8,6.1,3.9,100,88.3,62,29.5,29.4,29.3,6620
11/12/17,109,1194,21.5,830,5,1.8,0,5,1.6,0,100,98.5,93,29.4,29.3,29.2,6910
11/13/17,167,1194,21.7,844,7.8,3.1,-1.1,7.8,2.7,-1.1,100,97.9,87,29.5,29.4,29.3,6100
11/14/17,121,1194,21.3,813,10,5.6,2.8,10,4.4,-1.1,100,91.5,75,29.8,29.5,29.3,6121
11/15/17,573,997,21.5,907,6.1,2.7,0,1.1,-0.6,-2.2,93,81,57,29.9,29.8,29.8,6551
11/16/17,318,1193,21.5,848,7.2,1.8,-2.2,1.1,-0.6,-2.2,100,85.3,61,29.9,29.9,29.9,5593
11/17/17,559,984,21.6,900,6.1,1.1,-3.9,2.2,-0.3,-3.9,100,90.8,66,29.9,29.8,29.7,5845
11/18/17,118,1194,21.5,840,5,3.2,2.2,2.8,2.5,1.1,100,95.7,81,29.7,29.6,29.5,4335
11/19/17,131,1194,21.6,825,5,3.3,1.1,3.9,2.7,1.1,100,96.3,87,29.5,29.4,29.3,5690
11/20/17,451,1194,21.4,881,5,-0.1,-3.9,2.2,-1.1,-3.9,100,94,57,29.4,29.4,29.3,3910
11/21/17,292,1194,21.3,873,2.8,0.9,-2.2,1.1,-1.1,-2.8,100,87.2,70,29.4,29.4,29.3,4311
11/22/17,249,1194,21.1,935,2.8,0.2,-2.8,0,-1.1,-2.8,100,92.5,75,29.6,29.5,29.4,3970
11/23/17,547,898,21.2,965,2.8,-1.3,-5,-1.1,-2.9,-5,100,89,65,29.7,29.7,29.6,3920
11/24/17,158,1194,21.2,910,-1.1,-3.6,-6.1,-2.2,-3.7,-6.1,100,98.8,93,29.8,29.8,29.7,3120
11/25/17,117,1194,21.4,834,2.8,1.5,-1.1,2.8,1.2,-2.2,100,96.9,93,29.8,29.7,29.6,3680
11/26/17,75,1194,21.2,830,6.1,4.3,2.8,5,3.2,1.1,100,93,81,29.6,29.6,29.6,3110
11/27/17,59,1194,20.8,870,3.9,1.5,0,2.2,0.9,0,100,95.6,81,29.7,29.7,29.6,3331
11/28/17,117,1194,21.2,893,0,-0.6,-2.2,0,-0.9,-2.2,100,97.4,93,29.7,29.6,29.6,3030
11/29/17,105,1194,21.2,892,0,-1.1,-2.2,0,-1.3,-2.8,100,98.3,93,29.6,29.6,29.5,3170
11/30/17,100,1194,21.1,888,5,1.1,0,5,1.1,0,100,99.8,93,29.6,29.5,29.4,3480
12/1/17,63,1194,21.2,832,7.8,6.2,2.8,7.8,5.8,2.2,100,96.8,87,29.6,29.4,29.3,3843
12/2/17,109,1194,20.9,869,2.2,1.2,0,1.1,0.6,0,100,96.4,93,29.7,29.7,29.6,4290
12/3/17,341,1194,21.3,862,2.8,1.6,0,2.2,1.3,0,100,97.7,87,29.8,29.6,29.5,4240
12/4/17,125,1194,21.2,877,2.2,0.9,-2.2,2.2,-0.8,-3.9,100,89.5,80,29.5,29.5,29.4,3860
12/5/17,115,1194,21.1,861,2.2,0.7,0,1.1,-0.7,-2.2,100,92.1,87,29.6,29.5,29.5,4100
12/6/17,204,1193,21.3,875,2.8,0.4,-2.2,2.2,-0.3,-2.8,100,95.4,87,29.6,29.4,29.3,4430
12/7/17,158,1193,21.3,875,1.1,0.4,0,1.1,0.3,0,100,99.7,93,29.5,29.5,29.4,4863
12/8/17,399,1194,21.1,878,6.1,2.2,-1.1,3.9,1.2,-2.2,100,93.4,70,29.5,29.4,29.4,4821
12/9/17,134,1194,21.3,873,2.2,-0.6,-2.8,2.2,-0.6,-2.8,100,100,100,29.4,29.4,29.2,4890
12/10/17,42,1194,20.9,900,2.8,1.1,-1.1,2.8,1.1,-2.2,100,99.7,93,29.2,29.1,29,5000
12/11/17,310,1193,21.2,900,0,-1.9,-6.1,-1.1,-3.1,-7.2,100,92,86,29.4,29.3,29.2,3961
12/12/17,131,1194,21.3,811,3.9,1.7,0,1.1,0.2,-1.1,100,90.7,81,29.4,29.4,29.3,5880
12/13/17,147,1194,21.2,870,3.9,1.2,0,2.2,0.6,-1.1,100,95.4,87,29.5,29.5,29.4,3784
12/14/17,130,1195,21.3,845,1.1,0.4,0,1.1,0.4,0,100,100,100,29.4,29.3,29.3,6200
12/15/17,105,1194,21.3,834,3.9,1.8,1.1,3.9,1.7,1.1,100,99.6,93,29.4,29.3,29.3,4311
12/16/17,88,1194,21.2,800,10,6.4,2.2,7.8,5.6,2.2,100,94.8,81,29.3,29.1,29,6200
12/17/17,42,1194,21.1,874,6.1,1.8,0,3.9,0.4,-1.1,93,90.6,87,29.6,29.5,29.2,5589
12/18/17,89,1194,20.3,906,1.1,-0.4,-1.1,0,-0.6,-1.1,100,98.5,87,29.6,29.4,29.2,5770
12/19/17,138,1192,21.1,922,-1.1,-1.4,-2.2,-1.1,-2.3,-2.8,100,93.7,86,29.6,29.5,29.3,4510
12/20/17,253,1194,21.2,895,-2.2,-2.7,-5,-2.8,-2.9,-5,100,98.1,93,29.9,29.8,29.6,6570
12/21/17,154,1194,21.8,897,-2.2,-3.8,-6.1,-2.8,-4.1,-6.1,100,98.5,86,29.9,29.9,29.7,6520
12/22/17,115,1194,21.3,889,0,-1.4,-3.9,0,-2.1,-3.9,100,95.9,87,29.7,29.6,29.5,5105
12/23/17,169,1194,21.3,864,0,-0.9,-2.2,0,-1.7,-3.9,100,94.8,80,29.5,29.5,29.4,7660
12/24/17,214,1194,21.2,862,6.1,2.2,-2.2,3.9,0.7,-3.9,100,90.7,75,29.4,29.1,28.9,6300
12/25/17,211,1194,21.3,845,7.8,3.6,0,6.1,3.1,0,100,96.9,87,29.6,29.4,29.2,6240
12/26/17,416,1193,21.1,852,7.8,4.3,0,5,3.3,0,100,93.4,76,29.6,29.5,29.4,6534
12/27/17,179,1193,21.3,794,3.9,2.6,1.1,2.8,2.4,1.1,100,99.1,93,29.4,29.3,29.3,7070
12/28/17,94,1194,21.2,814,7.8,3.3,1.1,7.2,3.3,1.1,100,99.5,93,29.3,29.3,29.3,6887
12/29/17,160,1194,21,837,7.8,6.6,5,7.2,5.2,2.8,100,91.2,81,29.3,29.3,29.3,7051
12/30/17,104,1193,21.3,842,6.1,3.8,2.2,6.1,3.2,1.1,100,95.9,87,29.5,29.4,29.3,6480
12/31/17,253,1193,21.2,904,2.2,-0.2,-2.8,0,-0.8,-2.8,100,96.4,87,29.5,29.5,29.4,6460
1/1/18,143,1194,21.2,849,2.8,1.4,0,2.8,1.3,0,100,98.9,93,29.5,29.5,29.4,5900
1/2/18,89,1194,21.3,844,2.8,2.1,1.1,2.2,1.4,1.1,100,95.4,87,29.5,29.5,29.4,5540
1/3/18,53,1193,21.2,813,5,3.1,2.2,5,3.1,2.2,100,99.7,93,29.4,29.3,29.2,5620
1/4/18,57,1193,21.2,855,5,3.3,2.2,5,3.3,2.2,100,99.9,93,29.3,29.3,29.2,5106
1/5/18,101,1193,21.2,826,3.9,2.5,1.1,3.9,2.4,1.1,100,99.6,93,29.4,29.3,29.3,5540
1/6/18,176,1194,21.3,839,3.9,2.1,-1.1,2.8,1.7,-1.1,100,96.3,93,29.6,29.5,29.4,5120
1/7/18,164,1193,21.2,824,7.2,4.3,2.8,5,3.6,2.2,100,95,87,29.9,29.7,29.6,4620
1/8/18,515,1194,21.1,983,2.2,-1,-3.9,1.1,-3.4,-6.1,100,83.7,60,30.1,30,29.9,5895
1/9/18,446,1157,21.1,977,2.2,-1.5,-3.9,-2.8,-3.8,-5,100,84.4,70,30.1,30.1,30,4678
1/10/18,347,1194,21.2,939,1.1,-3.1,-6.1,-2.2,-4.1,-6.1,100,92.9,75,30.1,29.9,29.8,4687
1/11/18,75,1195,21.1,824,-2.2,-2.8,-6.1,-2.2,-2.9,-6.1,100,99,93,29.8,29.7,29.7,4280
1/12/18,146,1194,21.1,905,-1.1,-2.1,-3.9,-1.1,-3.1,-6.1,100,92.8,86,30.2,30,29.8,5481
1/13/18,173,1194,21.2,959,-3.9,-5.5,-7.2,-6.1,-7.6,-10,93,85.5,74,30.3,30.3,30.2,5000
1/14/18,263,1194,21.1,1019,-7.2,-8.6,-12.2,-7.8,-11,-12.8,93,83.4,73,30.3,30.2,30.2,5160
1/15/18,620,1152,21.1,1033,-6.1,-10.4,-13.9,-11.1,-12.8,-15,100,84.1,63,30.2,30.1,29.9,3655
1/16/18,281,1193,21,1023,-7.2,-8.7,-12.8,-7.8,-10.1,-13.9,100,90.8,80,29.9,29.6,29.4,4830
1/17/18,157,1194,21.1,907,-1.1,-4.2,-7.2,-1.1,-4.4,-7.8,100,97.9,93,29.4,29.1,29,4479
1/18/18,144,1194,20.9,937,-1.1,-2.2,-3.9,-1.1,-2.2,-3.9,100,100,100,29.2,29.1,29.1,4774
1/19/18,222,1194,21.2,873,0,-1.6,-2.2,-1.1,-1.7,-2.2,100,99.2,93,29.3,29.2,29.1,3935
1/20/18,396,1194,21.1,930,1.1,-3.4,-12.8,-1.1,-5.4,-12.8,100,86.8,70,29.4,29.4,29.3,4500
1/21/18,406,1146,21.2,956,-3.9,-8,-15,-3.9,-8.1,-15,100,98.9,92,29.5,29.4,29.4,3720
1/22/18,339,1194,21.2,996,-5,-7.3,-10,-5,-7.7,-11.1,100,97.6,93,29.7,29.6,29.5,5891
1/23/18,595,1053,21.3,1075,-7.8,-10.8,-16.1,-8.9,-11.3,-17.2,100,97,92,30,29.8,29.7,5400
1/24/18,698,883,21.1,1032,-7.8,-14.1,-20,-8.9,-15.3,-21.1,100,91.4,85,30.1,30.1,30,5570
1/25/18,688,866,21.1,1066,-5,-11.4,-17.8,-11.1,-14.5,-20,100,79.4,59,30.1,30,30,5373
1/26/18,673,885,21.1,1086,-10,-12.3,-16.1,-11.1,-13.7,-16.1,100,89.2,79,30.1,30.1,30,5092
1/27/18,231,1194,21.1,929,-3.9,-6.7,-10,-5,-7,-11.1,100,98,93,30.1,30.1,30.1,4381
1/28/18,188,1194,21,982,-1.1,-3.7,-5,-1.1,-4,-5,100,97.8,93,30.1,29.9,29.6,6500
1/29/18,441,1170,21.2,856,5,2.7,0,2.8,1.4,-1.1,100,91,75,29.6,29.5,29.4,5093
1/30/18,289,1167,21.9,886,5,3.6,2.2,3.9,1.9,-1.1,100,89.6,75,29.3,29.3,29.2,6250
1/31/18,328,1194,21.2,925,2.2,1.3,-1.1,-2.2,-3.6,-5,81,71.4,60,29.6,29.5,29.3,5931
2/1/18,507,1082,21.9,998,2.8,0.4,-2.8,1.1,-1.4,-3.9,100,88,75,29.6,29.5,29.4,4710
2/2/18,186,1194,21.6,930,2.8,1.3,-1.1,1.1,0.7,-1.1,100,96.6,87,29.4,29.4,29.4,5211
2/3/18,255,1194,21.4,939,2.2,0.7,-1.1,2.2,0.6,-1.1,100,99.5,93,29.4,29.2,29,7380
2/4/18,118,1194,21.3,944,3.9,0.6,-2.2,3.9,-1,-5,100,88.4,75,29.4,29.1,28.9,7127
2/5/18,707,1031,21.1,1055,-2.8,-5.6,-7.8,-6.1,-8.9,-12.2,86,77.5,68,29.7,29.6,29.4,6260
2/6/18,785,1119,21.3,1051,-3.9,-7.5,-11.1,-8.9,-10.8,-12.2,100,79.9,54,29.9,29.8,29.7,6885
2/7/18,149,1440,21.3,969,-1.1,-5.9,-12.2,-2.2,-7.4,-12.8,100,90,74,30,29.9,29.9,7230
2/8/18,376,1440,21.1,968,-1.1,-1.5,-2.8,-1.1,-2.3,-3.9,100,94.4,80,29.9,29.6,29.4,6231
2/9/18,289,1439,21.3,968,1.1,-0.3,-1.1,1.1,-0.3,-1.1,100,100,100,29.4,29.4,29.4,7251
2/10/18,312,1439,21.4,960,1.1,0,-1.1,1.1,0,-1.1,100,100,100,29.5,29.4,29.4,7840
2/11/18,279,1439,21.6,947,1.1,-0.4,-1.1,0,-1,-1.1,100,96.4,87,29.5,29.5,29.4,8760
2/12/18,503,1438,21.4,976,0,-1.5,-3.9,0,-3.2,-6.1,100,88.9,74,29.5,29.4,29.4,8916
2/13/18,622,1438,21.4,983,-3.9,-5.4,-11.1,-5,-6.9,-11.1,100,89.7,80,29.6,29.6,29.5,7957
2/14/18,517,1417,21.5,1009,-3.9,-5.8,-10,-6.1,-7.1,-10,100,91.5,80,29.8,29.7,29.6,7247
2/15/18,280,1438,21.3,964,-1.1,-2.9,-5,-1.1,-3.3,-6.1,100,97.5,93,29.9,29.8,29.8,7641
2/16/18,393,1439,21.5,953,0,-1.4,-2.2,-1.1,-1.8,-2.8,100,97.8,87,29.9,29.9,29.8,8025
2/17/18,578,1439,21.6,966,2.8,-1.6,-7.2,0,-2.4,-7.2,100,95.4,75,29.8,29.8,29.7,7490
2/18/18,389,1439,21.4,958,1.1,-1.3,-2.8,0,-2.1,-3.9,100,95.1,86,29.7,29.7,29.7,7090
2/19/18,509,1439,21.3,990,-1.1,-2.5,-3.9,-2.8,-5.1,-6.1,93,82.4,74,29.8,29.8,29.7,7385
2/20/18,571,1439,21.5,969,-1.1,-2.3,-3.9,-2.8,-4.8,-7.2,100,83.5,69,29.8,29.8,29.8,6756
2/21/18,796,1380,21.6,973,-1.1,-2.7,-3.9,-3.9,-4.7,-6.1,100,87.1,75,29.8,29.8,29.7,6631
