Date,Rsum,Lamps,T_inside,CO2,T_Max,T_Avg,T_Min,DP_Max,DP_Avg,DP_Min,H_Max,H_Avg,H_Min,P_Max,P_Avg,P_Min,Produced
2/22/18,857,1356,21.6,1031,-2.8,-4.7,-7.8,-5,-5.9,-7.8,100,91.8,80,29.8,29.8,29.8,6300
2/23/18,884,1336,21.7,1025,-3.9,-5.8,-7.2,-6.1,-8.7,-11.1,93,79.9,68,29.8,29.8,29.7,6891
2/24/18,544,1439,21.7,1032,-7.2,-8.5,-12.2,-7.8,-9.8,-15,100,91.1,74,29.7,29.6,29.6,7460
2/25/18,1181,1095,22.7,1102,-10,-15.1,-22.2,-13.9,-17.3,-22.8,92,83.8,67,29.8,29.8,29.7,7630
2/26/18,1015,1181,23.2,1090,-10,-17.1,-22.8,-13.9,-19.7,-25,92,81.7,57,29.9,29.8,29.8,6780
2/27/18,744,1233,22.6,1058,-11.1,-13.5,-22.8,-12.2,-15.4,-23.9,92,85.5,73,29.8,29.7,29.6,7190
2/28/18,1145,1202,23.3,1076,-10,-11.9,-13.9,-12.8,-13.7,-15,92,85.4,73,29.7,29.6,29.6,7094
3/1/18,577,1439,22.5,1031,-8.9,-11.1,-12.8,-11.1,-12.1,-13.9,100,92.3,85,29.6,29.4,29.4,7080
3/2/18,1164,1159,23,1107,-5,-11.6,-16.1,-5,-13,-17.8,100,89.3,67,29.5,29.4,29.2,7351
3/3/18,418,1439,22.1,987,-1.1,-3.7,-8.9,-1.1,-4.2,-12.2,100,96.3,79,29.2,29,28.9,6760
3/4/18,1117,1106,22.3,1108,-6.1,-9.1,-12.8,-7.2,-11.2,-15,100,84.6,73,29.2,29,29,8260
3/5/18,1452,1066,23.1,1058,-1.1,-8.1,-13.9,-7.8,-11.1,-15,100,79.8,55,29.5,29.4,29.2,6185
3/6/18,668,984,21.9,978,-2.2,-7.3,-15,-3.9,-9,-16.1,100,88,80,29.5,29.4,29.2,7021
3/7/18,330,1194,22.1,799,0,-1.2,-2.8,0,-1.7,-5,100,97.3,86,29.2,29.1,29,9663
3/8/18,636,1194,21.7,886,2.2,0.3,0,1.1,-0.5,-2.2,100,94.9,87,29.4,29.2,29.1,5650
3/9/18,784,1194,21.9,850,2.2,0.3,-1.1,1.1,-0.1,-2.2,100,97.7,87,29.4,29.4,29.4,6200
3/10/18,1069,958,21.9,668,7.2,2.3,-1.1,1.1,0.6,-1.1,100,89.2,61,29.5,29.4,29.4,5380
3/11/18,971,757,21.6,788,2.8,0.7,-1.1,1.1,0.3,-1.1,100,97.6,87,29.6,29.6,29.5,6300
3/12/18,915,937,21.4,738,3.9,2.1,0,2.2,1.3,0,100,94.4,81,29.6,29.5,29.4,6135
3/13/18,824,863,21.4,836,2.2,1.5,1.1,2.2,0.2,-1.1,100,91.9,87,29.4,29.4,29.3,5745
3/14/18,263,1137,21.1,845,1.1,0.1,0,0,0,0,100,99.3,93,29.3,29.2,29.2,5611
3/15/18,400,1075,21.2,780,2.2,0.8,-1.1,2.2,0.7,-1.1,100,99.7,93,29.4,29.3,29.2,5980
3/16/18,454,1075,21.1,851,1.1,-1.3,-2.2,1.1,-3.2,-5,100,85.8,75,29.5,29.4,29.4,5130
3/17/18,622,1017,20.8,1028,-2.2,-4.4,-7.8,-2.8,-5.3,-12.2,100,94.2,73,29.5,29.3,29.1,5940
3/18/18,963,779,21.5,1119,-7.8,-8.6,-10,-12.2,-14.3,-16.1,73,64.5,58,29.6,29.6,29.5,7107
3/19/18,1862,594,21.9,1217,-2.8,-7.3,-11.1,-12.2,-14.2,-16.1,73,59.3,43,29.6,29.6,29.5,7550
3/20/18,884,790,21.1,1123,-6.1,-7.6,-10,-7.2,-9.4,-12.8,100,87.2,68,29.5,29.4,29.3,6970
3/21/18,1271,594,21.3,1154,-1.1,-4.5,-7.2,-5,-6.6,-7.8,100,86.5,69,29.5,29.4,29.3,6880
3/22/18,1897,594,21.6,1057,1.1,-2.6,-7.8,-2.8,-7.2,-10,93,73,44,29.6,29.6,29.5,7251
3/23/18,1435,594,21.5,1065,1.1,-5.5,-12.8,-6.1,-9.1,-13.9,93,77.5,48,29.6,29.4,29.3,7800
3/24/18,1847,594,21.6,1000,3.9,-3.1,-12.2,-2.2,-6.8,-12.2,100,78.4,48,29.5,29.3,29.2,8879
3/25/18,1933,594,21.8,947,5,-1.4,-7.8,-1.1,-4.8,-7.8,100,80.6,49,29.6,29.6,29.5,7090
3/26/18,1782,594,21.6,938,3.9,0.4,-3.9,-1.1,-3.4,-5,93,76.9,56,29.6,29.6,29.4,8731
3/27/18,1400,735,21.6,900,8.9,2.8,-2.2,2.8,-0.2,-2.2,100,82.6,53,29.4,29.3,29.3,9446
3/28/18,1151,603,21.3,984,2.8,1,-1.1,1.1,-0.9,-2.2,100,88.3,70,29.5,29.5,29.4,10320
3/29/18,656,1075,21.2,1007,0,-0.7,-1.1,-1.1,-1.8,-3.9,100,92.4,75,29.6,29.5,29.5,8330
3/30/18,519,1015,21.2,974,2.2,0.5,-2.2,2.2,-0.6,-3.9,100,92.3,80,29.6,29.6,29.5,10060
3/31/18,477,1014,21.2,879,7.2,4.3,2.2,6.1,4.2,2.2,100,99.3,93,29.6,29.4,29.3,10610
4/1/18,1309,536,21.2,763,15,8.6,3.9,7.8,5.6,2.8,100,82.7,59,29.3,29.1,28.8,8180
4/2/18,509,872,21.1,952,8.9,4.8,2.2,7.2,1.4,0,93,78.5,66,29.4,29.1,28.9,7640
4/3/18,1976,534,21.6,820,11.1,5.7,1.1,2.8,0.7,-1.1,100,73.4,44,29.6,29.5,29.4,8060
4/4/18,1769,534,21.9,688,18.9,10.2,2.2,8.9,4.2,0,87,69,40,29.6,29.6,29.5,7295
4/5/18,1015,534,21.2,720,15,10,6.1,7.2,5.2,3.9,93,73.6,51,29.5,29.5,29.4,8030
4/6/18,1428,533,21.6,671,17.8,10.6,3.9,7.8,4.8,2.2,87,69.5,45,29.6,29.5,29.5,9440
4/7/18,2201,534,21.5,649,15,10.6,5,7.8,-0.6,-6.1,87,50.3,25,29.9,29.8,29.7,9550
4/8/18,2138,534,21.7,696,15,8.4,1.1,6.1,2.6,0,93,69.7,42,29.9,29.9,29.8,4400
4/9/18,2122,534,22,625,20,11.8,3.9,8.9,4.9,2.8,100,67,35,29.8,29.7,29.6,11630
4/10/18,2074,534,22.1,612,21.1,13.6,6.1,11.1,6.4,2.8,88,64.3,40,29.6,29.5,29.4,7648
4/11/18,1882,534,22.4,585,22.8,14.3,5,12.8,8,5,100,71.5,33,29.6,29.5,29.4,7620
4/12/18,649,970,21.2,804,8.9,6.4,3.9,6.1,4.1,2.8,100,85.3,76,29.7,29.7,29.6,9910
4/13/18,1962,534,21.5,705,17.8,11,2.8,8.9,6.1,2.8,100,74.3,49,29.7,29.7,29.7,6763
4/14/18,2125,534,21.5,643,17.8,11.7,5,6.1,2.2,0,87,55.6,30,29.9,29.8,29.8,8740
4/15/18,1913,534,22.5,585,23.9,15.2,7.8,12.2,6.5,2.2,81,57.6,34,29.9,29.8,29.6,6920
4/16/18,1380,534,21.9,515,21.1,15.5,11.1,11.1,8.2,6.1,94,63.9,40,29.7,29.7,29.6,6825
4/17/18,1265,576,21.6,563,18.9,13.3,7.2,7.8,5.1,2.8,76,58.5,40,29.6,29.6,29.6,7426
4/18/18,2195,534,21.5,486,18.9,15.3,12.2,12.2,6.1,2.2,88,56.3,32,29.7,29.7,29.6,6900
4/19/18,1204,843,21.5,559,16.1,12.6,10,6.1,5,2.8,71,60.2,48,29.6,29.5,29.4,7420
4/20/18,2223,534,21.3,637,17.8,12.3,7.2,5,3.2,0,87,57.7,32,29.6,29.6,29.5,9020
4/21/18,2276,533,22.8,646,23.9,16.2,5,7.8,3.6,0,81,48.2,24,29.6,29.4,29.2,5710
4/22/18,2239,534,21.6,575,17.8,14.2,8.9,3.9,0.2,-2.2,71,40,26,29.4,29.4,29.3,7040
4/23/18,2179,534,21.6,626,17.2,10.8,3.9,6.1,2.7,1.1,100,60.6,34,29.5,29.5,29.4,5451
4/24/18,821,1074,21.9,623,17.8,10.9,2.8,11.1,5.8,0,100,71.8,47,29.5,29.4,29.4,7560
4/25/18,1607,785,22.5,656,22.2,15.8,10,11.1,7.7,6.1,94,61.8,35,29.5,29.4,29.3,5831
4/26/18,2231,595,22.5,601,22.8,18.2,12.2,10,7.6,2.2,88,52.9,31,29.5,29.4,29.3,5200
4/27/18,1589,766,21.2,543,17.2,12.7,7.2,11.1,8,2.8,94,76.2,45,29.6,29.5,29.4,7081
4/28/18,2178,595,21.6,609,20,12.2,2.8,7.2,4.1,1.1,100,63.1,30,29.7,29.7,29.6,6755
4/29/18,2350,633,23.7,564,27.2,17.9,8.9,12.2,9.4,6.1,87,60.4,34,29.7,29.6,29.6,5600
4/30/18,2590,595,23.5,599,27.2,19.3,10,10,6.6,5,82,47.1,24,29.6,29.6,29.5,7440
5/1/18,2516,534,23.4,586,27.2,19.3,10,8.9,7,5,82,48.1,26,29.5,29.5,29.5,7020
5/2/18,2272,535,24.6,610,30,21.4,12.8,12.8,9,6.1,77,48.9,23,29.6,29.6,29.5,8261
5/3/18,2364,509,23.5,673,30,21,10,11.1,5.3,-1.1,82,43.4,15,29.6,29.5,29.5,6980
5/4/18,2413,550,23.7,619,30,20.9,10,10,6.1,0,82,44.8,15,29.6,29.5,29.5,8239
5/5/18,2217,533,23.9,605,30,21.5,11.1,11.1,7.4,2.8,82,46.2,19,29.5,29.5,29.5,9412
5/6/18,2233,505,21.6,483,23.9,19.1,13.9,13.9,11.6,10,82,62.5,44,29.6,29.5,29.5,10324
5/7/18,1539,676,20.7,554,22.2,16.1,12.8,13.9,12.3,10,94,79.8,56,29.6,29.5,29.4,7210
5/8/18,2131,474,22.5,523,27.2,19.9,13.9,15,11.6,7.2,94,63.7,32,29.5,29.4,29.3,5640
5/9/18,1402,474,22.1,594,26.1,19.4,12.8,12.8,9.9,7.8,82,55.8,32,29.4,29.4,29.4,8460
5/10/18,2717,474,21.1,586,23.9,18.9,13.9,11.1,7.3,1.1,72,49.7,23,29.6,29.5,29.4,6931
5/11/18,2830,417,19.4,640,18.9,13.6,8.9,2.2,0.3,-2.8,62,42.5,24,29.7,29.7,29.6,6625
5/12/18,2369,419,20.6,526,22.2,14.9,5,10,4,0,82,52.9,28,29.6,29.6,29.4,4640
5/13/18,1290,724,18.8,582,16.1,11.7,8.9,10,7.4,5,88,76.1,51,29.6,29.5,29.4,6030
5/14/18,1168,793,19.7,597,17.2,12.8,10,12.8,10.2,7.8,94,85,63,29.6,29.6,29.5,5760
5/15/18,2345,650,21.8,573,22.8,16.5,7.8,12.2,9.7,7.2,100,67.7,38,29.7,29.6,29.6,6697
5/16/18,2404,513,22.8,556,25,20.4,13.9,11.1,9.9,7.8,82,53,34,29.6,29.5,29.4,6212
5/17/18,2276,620,22.3,514,23.9,18.5,12.8,11.1,8.6,7.2,82,54.3,36,29.5,29.4,29.4,8385
5/18/18,1330,924,21.1,565,22.2,16.6,12.8,16.1,11.5,8.9,94,72.9,46,29.4,29.3,29.3,7967
5/19/18,1978,702,21.6,499,22.2,17.1,12.8,15,12.4,11.1,94,74.9,56,29.5,29.4,29.3,7481
5/20/18,2273,646,20.3,554,20,15.4,7.8,12.8,7.7,1.1,94,64.7,30,29.7,29.6,29.5,7930
5/21/18,2144,629,19.9,576,18.9,12.6,5,11.1,7.8,3.9,94,74.2,46,29.7,29.7,29.7,5830
5/22/18,1996,676,21.3,515,22.2,16.2,11.1,12.2,9.8,7.8,94,69.7,41,29.8,29.7,29.7,8907
5/23/18,2777,610,23,595,26.1,18.7,8.9,12.2,8.7,5,100,57.9,26,29.8,29.7,29.7,6310
5/24/18,2581,509,22.8,506,27.2,19.1,10,15,10.5,7.2,88,62,28,29.7,29.6,29.6,8700
5/25/18,2689,534,23.1,483,26.1,20.7,12.8,15,11.2,7.2,94,59.1,32,29.7,29.6,29.6,13980
5/26/18,2975,496,21,490,22.8,18.3,12.2,10,5.6,1.1,72,45.9,23,29.9,29.8,29.7,9140
5/27/18,2954,497,21.1,548,22.8,16.3,7.2,5,1.9,-2.2,81,42.5,19,29.9,29.9,29.8,11327
5/28/18,2945,498,22.2,563,26.1,18.2,6.1,7.8,4.3,2.2,87,46.8,21,29.9,29.8,29.8,8220
5/29/18,2792,525,22.9,518,26.1,19.9,12.8,12.2,6.6,0,82,46.4,18,29.9,29.8,29.8,9561
5/30/18,2846,492,23.9,537,27.8,20,7.8,8.9,6.1,2.8,87,46.6,20,29.8,29.7,29.6,8260
5/31/18,2817,494,24.5,433,30,23.2,15,12.8,8.6,2.2,77,43.2,19,29.6,29.5,29.4,12396
6/1/18,2994,449,20.6,469,21.1,16.3,11.1,5,1.8,-2.2,62,40.4,23,29.7,29.7,29.6,11610
6/2/18,2756,0,22.4,567,26.1,17.7,6.1,6.1,3.4,0,87,44.3,18,29.7,29.6,29.5,9940
6/3/18,1633,0,20.7,490,23.9,18.9,13.9,15,12.4,6.1,94,67.9,47,29.5,29.4,29.4,5740
6/4/18,2693,0,22.5,431,28.9,22.1,12.8,13.9,9.5,2.8,94,51.5,19,29.4,29.3,29.2,7175
6/5/18,2342,0,21.8,430,27.8,21.2,13.9,12.8,8.8,2.8,82,48.1,25,29.3,29.2,29.1,5700
6/6/18,2626,415,19.8,443,17.8,15.7,8.9,6.1,0.8,-3.9,66,38.2,22,29.7,29.5,29.3,4255
6/7/18,1857,415,19.4,485,21.1,14.4,3.9,5,2.1,0,87,48,25,29.8,29.8,29.7,6015
6/8/18,2632,415,22.3,513,27.2,18.8,7.2,12.2,6.7,3.9,87,49.4,26,29.7,29.6,29.5,5860
6/9/18,2704,415,24.1,449,28.9,21.8,12.8,12.8,9.2,5,88,50.5,22,29.5,29.5,29.4,5920
6/10/18,2719,415,21.6,442,26.1,19.6,12.8,10,6.2,2.8,63,43.9,24,29.5,29.5,29.4,4770
6/11/18,2444,0,21.9,458,27.8,20.2,8.9,11.1,8.2,5,87,50.7,23,29.5,29.4,29.4,6789
6/12/18,1884,0,23.6,444,30,22.5,16.1,18.9,15.1,10,88,64.6,35,29.4,29.3,29.2,7100
6/13/18,1508,0,23.1,434,27.2,22,17.8,18.9,16.1,12.8,100,72.2,42,29.3,29.2,29.2,6854
6/14/18,2329,0,23.9,441,27.8,22,15,17.8,15.8,12.8,100,70.9,42,29.4,29.3,29.3,7560
6/15/18,2343,0,23.8,431,28.9,21.9,16.1,17.8,17.2,16.1,100,76.5,48,29.4,29.4,29.3,4360
6/16/18,2011,0,23.5,436,27.2,21.9,17.2,17.8,17,16.1,94,74.6,54,29.5,29.5,29.4,4854
6/17/18,1130,0,22.7,450,27.8,21.8,17.2,18.9,16.9,15,94,75.2,54,29.5,29.5,29.4,16125
6/18/18,2420,0,23.7,446,27.8,22.9,17.2,17.8,14.2,8.9,94,62.3,32,29.6,29.5,29.5,7071
6/19/18,1881,0,24.5,469,28.9,23.4,15,17.8,15.7,13.9,100,65.3,40,29.6,29.6,29.5,7489
6/20/18,2446,0,23.9,431,27.8,23.2,17.2,17.2,13.8,10,94,58.9,34,29.6,29.6,29.6,8389
6/21/18,2660,0,24.1,440,30,22.7,12.8,17.2,12.5,7.8,94,57.1,28,29.6,29.6,29.4,6875
6/22/18,1757,0,22.5,441,32.2,21.9,13.9,17.8,14.8,12.2,94,67.7,35,29.4,29.4,29.3,7686
6/23/18,345,413,18.5,509,15,13.9,11.1,13.9,12.5,8.9,100,92.5,82,29.4,29.4,29.3,5558
6/24/18,1806,413,18.6,499,17.8,13.9,10,10,8.1,6.1,94,70.1,45,29.6,29.5,29.4,5032
6/25/18,2374,414,20.9,459,23.9,16.8,7.2,11.1,8,5,100,61.1,29,29.7,29.6,29.6,6122
6/26/18,2579,391,21.9,491,25,19.1,10,12.2,8.8,6.1,94,55.7,29,29.7,29.7,29.6,6848
6/27/18,1384,414,21.5,477,26.1,20.4,13.9,17.2,13.1,10,83,63.6,47,29.7,29.6,29.5,6411
6/28/18,1601,0,22.8,440,27.8,22.4,18.9,18.9,16.6,12.8,88,70,51,29.5,29.4,29.4,7460
6/29/18,1536,0,23.1,437,27.2,22.3,18.9,18.9,16.4,12.8,94,70.1,57,29.4,29.3,29.1,6020
6/30/18,954,0,21.6,468,26.1,19.7,13.9,20,17.7,12.8,100,88.9,54,29.1,29,29,5840
7/1/18,1039,896,19.5,593,17.2,13.2,10,12.8,9.4,7.2,100,80,52,29.4,29.2,29.1,4049
7/2/18,991,1038,19.1,635,15,12.5,8.9,12.2,9,7.8,94,80.1,67,29.5,29.5,29.4,4943
7/3/18,1578,675,20.3,481,20,16.2,12.8,10,9.2,7.2,82,64.3,46,29.5,29.5,29.5,7593
7/4/18,1937,690,22.3,442,25,19.2,11.1,12.2,10.4,7.2,94,59.7,34,29.5,29.4,29.4,8135
7/5/18,2281,470,23.1,437,26.1,19.8,11.1,15,12.9,10,100,67.2,44,29.4,29.4,29.4,7771
7/6/18,2413,426,25.5,431,28.9,23.5,15,16.1,14.1,12.2,88,58.4,35,29.4,29.3,29.3,4977
7/7/18,2410,414,23.8,410,27.2,21.6,16.1,16.1,13.2,11.1,88,60.7,39,29.4,29.4,29.3,6020
7/8/18,2621,414,23.7,415,26.1,21.2,13.9,16.1,13.1,11.1,94,63,39,29.4,29.4,29.4,11020
7/9/18,2348,414,24.2,425,27.2,22.4,13.9,16.1,13.9,11.1,100,62,37,29.5,29.4,29.4,10711
7/10/18,1794,414,23.6,511,26.1,20.6,16.1,17.8,15.4,13.9,94,73.7,50,29.5,29.5,29.5,10290
7/11/18,507,534,22.1,591,21.1,19,16.1,17.8,16.8,15,94,86.4,68,29.5,29.5,29.5,10750
7/12/18,2242,414,25.1,547,28.9,22.6,16.1,18.9,16.8,15,100,72.3,42,29.5,29.5,29.4,7328
7/13/18,1601,414,24.6,540,27.8,22.9,17.2,20,17.9,16.1,100,76.1,48,29.4,29.4,29.3,12545
7/14/18,1954,414,22.8,547,26.1,21,15,17.2,14.1,11.1,100,68,41,29.4,29.3,29.3,9082
7/15/18,1693,407,22.5,540,25,20.2,12.8,16.1,13.9,12.8,100,70.2,47,29.3,29.3,29.2,8150
7/16/18,1735,414,23.3,523,27.2,20.4,12.8,17.2,15.2,11.1,100,74.5,39,29.3,29.2,29.2,6752
7/17/18,1282,474,22.9,474,25,20,15,18.9,17.2,15,100,85.5,57,29.2,29.1,29.1,6196
7/18/18,1114,534,23.8,443,25,19.7,16.1,21.1,18.5,16.1,100,93.3,69,29.1,29.1,29.1,6110
7/19/18,1993,534,25,432,27.2,21.3,16.1,22.2,18.6,16.1,100,86.2,58,29.2,29.1,29.1,6765
7/20/18,1981,475,24.1,440,26.1,21.4,17.2,20,17.8,16.1,100,81.4,57,29.2,29.2,29.1,5980
7/21/18,1376,535,23.8,455,25,20.8,17.8,20,18.5,17.2,100,87.5,65,29.3,29.3,29.2,6319
7/22/18,1438,534,23.3,465,26.1,20.9,17.8,20,18,16.1,100,85,54,29.3,29.3,29.2,6288
7/23/18,1407,474,24.3,479,23.9,20.5,17.2,20,18.7,17.2,100,90.3,69,29.2,29.2,29.1,4740
7/24/18,1419,414,24.4,481,27.8,21.6,17.8,21.1,18.7,17.2,100,85.2,54,29.3,29.3,29.2,7355
7/25/18,1728,414,24.7,504,28.9,22.7,17.8,21.1,19.1,17.2,100,81.7,51,29.4,29.3,29.3,6085
7/26/18,1089,414,24.1,510,26.1,21.8,18.9,21.1,19.2,17.8,94,85.9,74,29.4,29.4,29.3,7065
7/27/18,917,0,23.6,523,26.1,22.1,18.9,22.2,20.1,17.8,100,89,74,29.4,29.4,29.4,11609
7/28/18,2154,0,25.3,459,26.1,23.8,21.1,21.1,19.7,18.9,88,77.9,73,29.4,29.4,29.4,7567
7/29/18,1345,0,23.5,598,27.2,23.3,17.8,20,18.5,17.2,100,76.2,57,29.5,29.4,29.4,6020
7/30/18,2091,0,25.6,550,31.1,25,20,22.2,20.1,17.2,94,75,55,29.6,29.5,29.5,8016
7/31/18,2203,0,25.9,516,30,25.2,21.1,22.2,20.5,20,94,75.6,58,29.6,29.6,29.6,8210
8/1/18,1843,0,23.5,546,27.2,22.8,17.8,20,16.5,13.9,94,70,45,29.7,29.7,29.6,8400
8/2/18,2185,0,23.4,538,27.8,22.6,16.1,16.1,14.2,11.1,88,62.9,35,29.7,29.7,29.6,9260
8/3/18,2247,0,24,508,28.9,22.9,16.1,17.2,15.5,13.9,94,65.6,40,29.7,29.6,29.6,6266
8/4/18,1921,0,24.3,483,30,23.4,15,18.9,16.1,12.8,100,67,37,29.6,29.5,29.5,9300
8/5/18,1768,0,24.5,508,31.1,23.6,17.8,21.1,18.7,17.2,100,75.8,45,29.5,29.5,29.4,11780
8/6/18,1946,0,24.2,449,27.8,23.3,18.9,17.8,16.6,13.9,94,68.3,42,29.5,29.5,29.4,8832
8/7/18,2051,0,22.6,452,27.2,21.7,17.2,16.1,13,10,94,60.5,34,29.6,29.5,29.5,7200
8/8/18,2098,0,22.2,522,26.1,19.9,12.8,13.9,12.1,10,88,63.1,41,29.7,29.7,29.6,7160
8/9/18,2385,0,21.7,566,26.1,19.3,11.1,12.8,11.1,8.9,94,62.7,34,29.9,29.8,29.7,6151
8/10/18,2364,0,21.6,527,27.2,19.6,11.1,12.8,10.3,7.8,94,59.6,32,29.9,29.9,29.9,6160
8/11/18,2308,0,21.9,544,27.8,18.1,8.9,13.9,10.7,7.8,94,65.7,34,29.9,29.8,29.7,6440
8/12/18,1691,0,22.2,522,27.8,20.4,11.1,21.1,14.4,8.9,100,72.1,34,29.7,29.6,29.6,6980
8/13/18,2016,0,22.5,539,27.8,21.4,13.9,17.8,14.3,11.1,100,68.3,39,29.6,29.6,29.5,7300
8/14/18,2090,0,24.4,498,31.1,24.1,16.1,17.8,15.6,12.2,100,63.3,31,29.5,29.5,29.4,7289
8/15/18,2147,0,24.6,519,32.2,24.6,16.1,17.8,14.2,8.9,94,58.9,24,29.5,29.5,29.5,6970
8/16/18,1174,0,22.8,470,26.1,22.3,17.8,20,17.8,16.1,94,76.9,54,29.6,29.6,29.5,8230
8/17/18,1536,235,23.7,563,28.9,22.6,16.1,17.8,17.2,16.1,100,73.4,48,29.6,29.6,29.6,8379
8/18/18,1277,115,22.8,570,27.8,21.7,16.1,18.9,17.7,16.1,100,79,51,29.6,29.6,29.6,7660
8/19/18,1297,115,22.4,580,27.2,21.3,17.2,20,16.3,13.9,94,74.4,51,29.7,29.6,29.6,8440
8/20/18,1784,414,24.3,527,28.9,22.6,16.1,17.8,16.7,13.9,100,72.9,40,29.6,29.6,29.5,6960
8/21/18,1810,472,24.5,557,30,22.7,15,21.1,16.3,13.9,100,70.1,40,29.6,29.5,29.4,10910
8/22/18,1924,529,21.5,530,22.8,18.4,12.8,16.1,11.6,7.8,94,67.7,38,29.8,29.7,29.6,9094
8/23/18,2095,533,20.5,580,23.9,17.4,10,10,8.4,6.1,88,59.5,31,29.8,29.7,29.7,7430
8/24/18,2072,533,21.1,582,26.1,19,11.1,12.2,7.8,5,77,52.5,26,29.7,29.6,29.5,6780
8/25/18,1974,533,22.1,603,30,18.7,11.1,12.2,9.2,7.2,77,57.6,27,29.5,29.5,29.4,6930
8/26/18,1894,533,23.5,570,31.1,22.6,12.8,15,10.2,7.2,72,48.4,27,29.4,29.4,29.4,7620
8/27/18,1956,533,23.3,533,31.1,22.9,12.8,12.8,9.3,2.8,88,48,18,29.5,29.5,29.4,6785
8/28/18,1593,533,23.8,496,31.1,21.1,12.2,18.9,15,7.8,100,73.8,24,29.6,29.5,29.5,6831
8/29/18,827,1001,22.4,532,21.1,18.4,15,17.8,16.6,13.9,94,88.3,73,29.6,29.6,29.6,6135
8/30/18,1901,680,22.8,597,25,18.5,12.8,15,12.6,8.9,100,72.7,36,29.6,29.6,29.6,6382
8/31/18,1857,682,22.3,533,26.1,18.3,12.2,15,11.6,10,94,68.2,36,29.7,29.7,29.6,5982
9/1/18,1541,634,22.7,551,27.2,19.5,11.1,16.1,13.3,8.9,94,70.2,42,29.7,29.7,29.7,6682
9/2/18,1689,593,24.5,535,31.1,22.4,15,17.2,13.6,6.1,100,63.5,21,29.7,29.7,29.7,5781
9/3/18,1713,593,23.6,530,32.2,21.6,12.2,12.2,8.9,5,88,50.5,19,29.7,29.6,29.6,5942
9/4/18,1652,593,23.6,529,30,21.6,12.8,12.2,8.8,3.9,82,48.5,20,29.6,29.5,29.5,6955
9/5/18,1070,759,22.7,546,26.1,21.2,17.2,12.8,7.6,2.8,72,44.1,23,29.5,29.5,29.4,2835
9/6/18,1295,532,21.8,541,27.2,20.4,13.9,8.9,5.5,1.1,59,39,21,29.4,29.4,29.4,11952
9/7/18,795,850,21.4,527,22.8,19.7,16.1,6.1,4.7,3.9,48,38,29,29.5,29.4,29.4,6303
9/8/18,662,893,20.8,634,21.1,15.6,12.8,15,9.8,3.9,100,71,40,29.6,29.6,29.5,5083
9/9/18,1140,756,21.3,636,25,17.3,13.9,13.9,10.7,5,100,69.9,28,29.6,29.5,29.5,5695
9/10/18,626,917,21.5,662,20,16,13.9,17.2,14.3,12.8,100,90.7,68,29.5,29.5,29.4,6713
9/11/18,1438,627,22.1,621,22.8,18.1,13.9,17.8,15.3,13.9,100,85.2,57,29.7,29.6,29.5,5480
9/12/18,1733,547,22.1,546,26.1,18.3,11.1,15,11.8,7.2,100,71.5,30,29.8,29.7,29.7,6750
9/13/18,659,964,21.5,541,22.2,16.9,12.2,17.2,14.7,11.1,100,87.5,64,29.7,29.7,29.6,7089
9/14/18,1540,533,22.7,550,27.2,18.8,12.2,16.1,14,12.2,100,78.1,39,29.6,29.6,29.6,9935
9/15/18,1395,642,23.1,588,26.1,19.3,12.8,16.1,14.4,12.2,100,76.2,44,29.6,29.5,29.5,8582
