Date,Rsum,Lamps,T_inside,CO2,T_Max,T_Avg,T_Min,DP_Max,DP_Avg,DP_Min,H_Max,H_Avg,H_Min,P_Max,P_Avg,P_Min,Produced
9/16/18,1238,606,20.5,532,20,16.9,12.2,17.2,11.9,7.2,94,73.3,46,29.7,29.6,29.5,9030
9/17/18,1782,533,19.5,618,20,13.2,6.1,8.9,6.6,2.8,100,68.6,35,29.9,29.8,29.7,9291
9/18/18,1470,533,20.2,684,22.8,14.9,7.2,11.1,9.1,6.1,94,71.5,41,29.8,29.8,29.7,7137
9/19/18,1656,533,21.5,640,26.1,16.9,7.2,12.8,10.4,7.2,100,71.1,34,29.8,29.7,29.7,8775
9/20/18,1617,532,22.5,618,27.2,18.3,11.1,13.9,11.6,10,94,69.8,34,29.7,29.7,29.7,10573
9/21/18,1487,532,22.5,621,27.8,19.3,10,15,11.9,10,100,67.6,32,29.7,29.7,29.6,9923
9/22/18,1598,533,21.9,685,27.8,19.4,11.1,12.8,10.1,6.1,94,60.2,25,29.6,29.5,29.4,12180
9/23/18,1243,767,19.3,652,17.2,11.3,7.8,10,7.6,5,100,80,48,29.6,29.6,29.5,9650
9/24/18,202,1069,19.5,714,15,11.1,7.2,12.8,8.6,6.1,100,84.8,67,29.5,29.3,29.2,8710
9/25/18,851,1038,20.3,700,11.1,8.7,5,7.8,5.7,2.8,93,81.5,67,29.8,29.6,29.4,11364
9/26/18,1660,594,19.3,860,12.2,7.7,2.8,3.9,2.2,-1.1,100,71.3,41,30.1,30,29.8,8685
9/27/18,434,1069,19.4,753,12.8,10.3,7.2,8.9,6,2.2,87,75.3,66,29.9,29.8,29.7,9810
9/28/18,1013,927,20.3,904,17.8,13.2,7.2,12.2,9.7,6.1,100,81,56,29.7,29.6,29.5,8940
9/29/18,278,1069,19.7,699,13.9,10.3,3.9,12.2,8.9,2.8,100,91.8,77,29.8,29.6,29.5,8750
9/30/18,1370,594,19.3,814,13.9,7,0,5,2.7,0,100,78.3,41,29.9,29.9,29.8,4505
10/1/18,1519,594,19.7,792,15,7.9,0,7.2,3.1,0,100,76.2,45,29.8,29.7,29.5,7575
10/2/18,880,819,19.9,715,17.2,11,6.1,12.2,9.4,5,100,90,68,29.5,29.5,29.4,6151
10/3/18,838,898,19.8,741,12.8,10.6,7.8,11.1,7.2,3.9,100,81.2,54,29.4,29.4,29.3,11836
10/4/18,1041,1007,19.8,704,12.2,8.9,6.1,5,2.8,0,87,67,47,29.8,29.5,29.4,6160
10/5/18,1366,710,19.5,732,15,8.1,2.8,5,3.2,2.2,93,72.9,44,29.9,29.9,29.8,9200
10/6/18,1366,688,19.6,649,17.8,9.6,2.2,7.8,4.6,2.2,100,74.1,42,29.9,29.9,29.7,7200
10/7/18,1384,686,19.8,620,18.9,11.8,7.2,8.9,7.1,3.9,93,74.1,49,29.7,29.7,29.6,9280
10/8/18,1082,728,19.8,632,20,12.1,5,12.2,7.4,2.8,87,74.3,56,29.8,29.6,29.6,8360
10/9/18,241,1084,19.3,802,10,6.2,1.1,7.8,4.6,1.1,100,89.7,76,29.9,29.9,29.8,7590
10/10/18,1136,614,20,779,15,5.9,-1.1,7.8,4.1,-1.1,100,89.1,59,30,29.9,29.9,6400
10/11/18,1218,739,19.9,673,18.9,10.6,2.8,8.9,6.6,2.8,100,79.9,49,30,29.9,29.9,7695
10/12/18,1246,729,19.7,722,17.8,11.7,3.9,7.8,4.7,-2.2,100,66.3,26,30.1,30.1,30,5390
10/13/18,1195,608,19.4,804,18.9,8,0,5,1.6,-1.1,100,70.3,28,30.1,30.1,30,5385
10/14/18,1147,745,19.6,747,18.9,7.8,-1.1,6.1,2.1,-1.1,100,74.1,30,30.1,30,30,5850
10/15/18,1072,738,19.7,721,20,9,0,8.9,5.1,0,100,80.2,46,30,29.9,29.9,5319
10/16/18,1036,760,20.2,720,22.8,11.7,2.8,11.1,7.3,2.8,100,78.5,41,29.9,29.9,29.9,5835
10/17/18,997,716,20.4,664,23.9,12.1,3.9,12.2,8.2,3.9,100,80.7,41,29.9,29.9,29.8,5755
10/18/18,989,767,20.2,716,22.8,11.6,3.9,12.8,7.6,3.9,100,80.9,38,29.8,29.8,29.7,5580
10/19/18,785,763,19.7,695,21.1,9.6,2.2,12.2,6.7,2.2,100,86,43,29.7,29.6,29.6,5770
10/20/18,608,1082,19.7,669,15,9.8,6.1,11.1,8.4,6.1,100,92,72,29.7,29.6,29.6,5461
10/21/18,797,1011,19.3,732,13.9,10,3.9,8.9,6.3,2.2,93,78.9,55,29.8,29.7,29.7,5575
10/22/18,977,802,19.3,818,12.2,4.8,-1.1,3.9,1.9,-1.1,100,83.7,54,29.8,29.8,29.6,4070
10/23/18,254,1208,19.5,803,8.9,5.4,0,5,3.3,0,100,85.7,71,29.6,29.4,29.1,4765
10/24/18,365,1200,19.3,839,8.9,6.9,5,7.2,4.7,2.8,100,86.7,71,29.1,28.8,28.7,5117
10/25/18,287,1208,19.2,870,6.1,4.8,3.9,3.9,2.3,-1.1,100,84.7,65,29.1,29,28.8,3720
10/26/18,490,1207,19.1,804,8.9,4.9,2.2,5,3.1,2.2,100,89,66,29.4,29.2,29.1,4055
10/27/18,635,1071,19.5,766,13.9,7.2,0,7.8,4.5,0,100,85,51,29.5,29.4,29.4,2564
10/28/18,584,1208,19.9,686,16.1,11,7.8,10,8.6,7.2,100,86.1,68,29.6,29.5,29.4,5790
10/29/18,199,1208,20,689,15,11.3,7.2,12.8,10.7,7.2,100,96.1,88,29.6,29.6,29.6,5480
10/30/18,142,1208,20.2,643,13.9,13,11.1,13.9,12.8,11.1,100,98.3,94,29.8,29.7,29.6,3842
10/31/18,41,1208,19.6,682,12.8,11,8.9,12.8,9.9,8.9,100,94,82,30,29.9,29.8,4969
11/1/18,105,1208,19.4,747,8.9,8.3,7.2,8.9,7.1,5,100,90.6,82,30.1,30.1,30.1,4694
11/2/18,310,1208,19.8,779,11.1,8.9,7.2,7.2,6.5,5,93,83.9,71,30.1,30,30,5069
11/3/18,358,1143,19.6,774,10,7.7,5,7.2,5.8,3.9,100,88,76,30,30,29.9,5492
11/4/18,193,1208,19.8,752,11.1,8.1,3.9,8.9,7.3,3.9,100,95.6,87,29.9,29.9,29.9,5972
11/5/18,199,1208,19.7,782,10,7.1,0,8.9,6,0,100,93.2,76,30,29.9,29.9,6876
11/6/18,386,1208,20.7,826,10,3.3,-2.2,7.2,2.4,-2.2,100,94.1,66,30,29.9,29.9,5057
11/7/18,672,802,20,954,11.1,3.1,-3.9,5,1.6,-3.9,100,91.1,62,29.9,29.9,29.9,7696
11/8/18,644,879,20.1,948,11.1,1.1,-3.9,6.1,-0.3,-3.9,100,92.7,58,29.9,29.8,29.8,8200
11/9/18,673,819,19.9,970,11.1,0.7,-5,5,-0.7,-5,100,91.9,62,29.8,29.8,29.8,7487
11/10/18,248,1137,20.4,905,3.9,0.1,-5,3.9,0.1,-5,100,100,100,29.8,29.8,29.7,5678
11/11/18,72,1208,20.2,926,2.2,0.4,-1.1,1.1,0.1,-1.1,100,97.7,87,30.1,30,29.8,12859
11/12/18,113,1208,20.4,938,1.1,-0.3,-3.9,1.1,-2,-5,100,88.3,80,30.2,30.1,30.1,9855
11/13/18,677,911,20.6,1045,0,-3.8,-7.2,-6.1,-6.7,-7.2,100,82.5,60,30.2,30.2,30,10136
11/14/18,113,1208,20.6,875,-1.1,-2.7,-5,-1.1,-4.1,-7.2,100,92,74,30,29.9,29.8,10676
11/15/18,178,1208,20.5,929,1.1,-0.6,-3.9,1.1,-0.9,-5,100,97.7,93,30.1,29.9,29.8,10213
11/16/18,570,858,20.3,1069,0,-3.6,-7.2,-3.9,-7.9,-10,100,72.8,55,30.2,30.2,30.1,7693
11/17/18,370,1158,20.6,1067,-2.2,-5.3,-12.2,-7.2,-9.4,-12.8,100,74.4,63,30.2,30.2,30.1,9743
11/18/18,573,917,20.6,1014,2.2,-6.4,-12.8,-5,-8.6,-13.9,100,85.4,52,30.1,29.9,29.8,8985
11/19/18,320,1176,20.3,978,0,-2.5,-7.2,-2.8,-4.8,-7.8,100,84.6,69,29.9,29.8,29.8,9217
11/20/18,510,1175,20.5,998,1.1,-2.5,-8.9,-2.8,-4.6,-8.9,100,85.9,74,29.9,29.8,29.8,10507
11/21/18,215,1208,20.4,915,0,-1.8,-2.8,-3.9,-4.1,-5,93,83.2,75,29.9,29.9,29.9,8096
11/22/18,135,1208,20.4,974,-2.2,-4.2,-8.9,-5,-6.2,-8.9,100,87,80,29.9,29.8,29.8,10793
11/23/18,107,1208,20.7,963,-2.8,-3.4,-3.9,-5,-5.5,-6.1,93,86.7,86,30,29.9,29.8,10113
11/24/18,321,1208,20.3,1003,-3.9,-6.2,-7.2,-6.1,-7.2,-7.8,100,93.2,86,29.9,29.8,29.7,9927
11/25/18,86,1208,20.7,920,0,-2.7,-6.1,0,-2.7,-6.1,100,99.5,93,29.7,29.6,29.4,10805
11/26/18,114,1208,20.4,931,1.1,-0.2,-2.2,1.1,-0.3,-2.2,100,99.7,93,29.5,29.4,29.4,8098
11/27/18,90,1209,20.5,934,-2.2,-3.8,-5,-2.2,-5.1,-7.8,100,91.5,80,29.6,29.5,29.4,11540
11/28/18,566,874,20.4,1070,-2.8,-5.1,-7.2,-6.1,-7.1,-8.9,100,86.8,74,30.1,29.9,29.6,9346
11/29/18,544,933,20.5,1077,-5,-7.1,-12.2,-7.2,-9.4,-13.9,93,84,74,30.4,30.3,30.1,10804
11/30/18,525,1120,20.7,1056,-6.1,-10.2,-17.2,-8.9,-12.9,-17.8,93,81.7,63,30.4,30.2,29.9,9896
12/1/18,204,1208,20.5,983,-6.1,-7.2,-7.8,-7.2,-7.9,-8.9,100,95.2,93,29.9,29.7,29.6,9253
12/2/18,494,934,20.3,1045,-5,-9.8,-17.8,-7.2,-11.4,-18.9,100,89.1,74,29.7,29.7,29.6,9360
12/3/18,247,1208,20.6,1009,0,-7.4,-18.9,-1.1,-8.1,-20,100,95.2,85,29.7,29.6,29.6,7805
12/4/18,161,1208,20.6,907,2.2,1.6,0,2.2,1.1,-1.1,100,96.4,93,29.6,29.6,29.5,7813
12/5/18,87,1098,20.7,950,1.1,0.4,0,1.1,0.1,-1.1,100,98,93,29.7,29.6,29.6,7387
12/6/18,134,1098,20.6,931,1.1,0.6,-1.1,0,-1.3,-2.8,93,88.5,80,29.7,29.7,29.7,6460
12/7/18,151,1098,20.5,936,-1.1,-3.3,-6.1,-2.8,-5.1,-6.1,100,88.2,86,29.7,29.6,29.5,5711
12/8/18,255,1098,19.9,959,1.1,-2.2,-6.1,1.1,-3.2,-6.1,100,93.2,80,29.5,29.4,29.3,5605
12/9/18,128,1097,20.3,904,1.1,0.5,-1.1,1.1,0.5,-1.1,100,100,100,29.3,29.2,29.2,4940
12/10/18,112,1098,20.2,878,0,-1.1,-1.1,0,-1.1,-1.1,100,100,100,29.3,29.2,29.2,4534
12/11/18,118,1098,20.2,867,1.1,-0.6,-3.9,1.1,-0.6,-3.9,100,100,100,29.4,29.4,29.3,4106
12/12/18,92,1098,19,971,0,-0.3,-1.1,0,-0.3,-1.1,100,100,100,29.4,29.4,29.3,4175
12/13/18,177,1098,19.7,903,0,-0.6,-1.1,0,-0.6,-1.1,100,100,100,29.6,29.4,29.4,4405
12/14/18,132,1098,19.6,895,0,-0.9,-1.1,0,-0.9,-1.1,100,99.8,93,29.8,29.7,29.6,3619
12/15/18,155,1098,20.4,906,-1.1,-2.3,-3.9,-1.1,-2.6,-3.9,100,97.8,93,30,29.9,29.8,3315
12/16/18,86,1098,19.9,968,-2.8,-3.8,-3.9,-3.9,-4.3,-5,100,97.1,93,30,30,30,4270
12/17/18,126,1098,19.9,949,-3.9,-5.2,-7.2,-5,-6.2,-7.8,100,93.2,86,30,29.9,29.9,3905
12/18/18,134,1098,20.2,982,-5,-6.4,-7.2,-6.1,-7.3,-7.8,100,93.6,93,30,30,29.9,4331
12/19/18,113,1098,20.8,963,-6.1,-7.1,-7.8,-7.2,-7.8,-8.9,100,94.7,86,30,30,30,3357
12/20/18,118,1098,20.2,972,-3.9,-5.3,-6.1,-3.9,-5.7,-7.2,100,97.6,93,30,29.9,29.9,4096
12/21/18,99,1098,20.3,955,-2.2,-2.9,-3.9,-2.2,-2.9,-5,100,99.9,93,29.9,29.8,29.6,5031
12/22/18,204,1098,19.9,942,0,-2,-3.9,0,-2.3,-5,100,97.8,93,29.6,29.4,29.2,4469
12/23/18,100,1098,20.4,887,2.2,1.2,0,2.2,0.1,-2.8,100,93,80,29.4,29.3,29.2,4913
12/24/18,126,1098,19.8,917,0,-0.8,-2.8,0,-1.7,-3.9,100,93.9,75,29.4,29.3,29.2,5599
12/25/18,191,1099,19.8,987,-2.8,-3.7,-3.9,-2.8,-4.6,-6.1,100,94,86,29.5,29.4,29.3,4734
12/26/18,178,1099,19.9,932,2.2,-1.9,-5,1.1,-2.7,-6.1,100,95.3,93,29.5,29.4,29.3,6162
12/27/18,123,1099,20.5,827,2.2,0.4,-1.1,0,-2.4,-3.9,100,81.5,70,29.6,29.5,29.3,4947
12/28/18,149,1099,20.5,901,2.8,0.9,-1.1,2.8,0.7,-2.8,100,98.6,86,29.5,29.4,29.4,6180
12/29/18,113,1099,20.3,895,2.2,-1,-2.2,2.2,-1.1,-2.2,100,99.2,93,29.7,29.6,29.4,7299
12/30/18,201,1099,20.6,955,-2.2,-2.4,-2.8,-2.2,-2.7,-2.8,100,96.8,93,29.7,29.7,29.7,6486
12/31/18,234,1099,20.4,939,-2.2,-3,-6.1,-2.2,-3.4,-7.2,100,96.1,93,29.9,29.8,29.7,6930
1/1/19,96,1099,20.1,868,1.1,-1.2,-3.9,1.1,-1.9,-5,100,95.8,87,29.9,29.6,29.4,7060
1/2/19,124,1098,20,926,1.1,-0.1,-1.1,0,-0.1,-1.1,100,99.8,93,29.3,29.3,29.2,7551
1/3/19,256,1098,20.3,901,0,-0.7,-2.2,0,-1.7,-3.9,100,93.1,86,29.5,29.4,29.2,6588
1/4/19,215,1098,20.4,910,-1.1,-2.2,-2.8,-2.2,-3.3,-5,93,91.7,86,29.6,29.6,29.6,5105
1/5/19,287,1098,20.1,1008,-2.8,-4.1,-5,-3.9,-6,-7.8,100,87.9,80,29.6,29.4,29.3,8535
1/6/19,246,1098,20,985,-5,-5.3,-6.1,-5,-6.1,-7.2,100,94.8,86,29.6,29.4,29.3,8690
1/7/19,292,1098,20.2,1012,-5,-7.1,-8.9,-7.2,-8.1,-10,100,92.8,86,29.8,29.8,29.6,2760
1/8/19,458,1098,20.6,1034,-7.2,-15.6,-23.9,-8.9,-16.9,-26.1,100,90,77,29.8,29.6,29.4,12385
1/9/19,403,1098,20.9,1094,-8.9,-12.9,-21.1,-10,-13.7,-22.2,100,93.5,85,29.5,29.4,29.4,9093
1/10/19,182,1098,20.7,829,-6.1,-8.2,-11.1,-7.2,-8.8,-11.1,100,95.3,86,29.6,29.5,29.5,9361
1/11/19,228,1098,19.7,995,-6.1,-10.2,-18.9,-7.2,-11.2,-20,100,92.5,85,29.6,29.5,29.4,8305
1/12/19,232,1098,20,1013,-2.8,-7.1,-12.2,-5,-8.3,-12.8,93,91.1,86,29.4,29.2,29.1,10944
1/13/19,297,1098,20.3,961,0,-1.2,-2.8,-1.1,-2.9,-3.9,100,87.1,80,29.2,29.1,29,11648
1/14/19,406,1098,20,1023,1.1,-3.1,-7.2,0,-4.4,-8.9,100,90,80,28.9,28.8,28.7,10314
1/15/19,407,993,19.9,997,0,-3,-6.1,-2.2,-5.8,-7.8,93,81.3,74,29.1,29,28.8,10733
1/16/19,418,1098,20.4,968,-1.1,-4.4,-11.1,-3.9,-6.2,-11.1,100,87.5,74,29.4,29.2,29,12312
1/17/19,267,1098,20,990,0,-3.9,-12.2,-2.2,-5.7,-12.8,100,87.4,80,29.4,29.4,29.3,10258
1/18/19,412,1037,20.4,907,2.8,-1.3,-7.2,1.1,-2.9,-7.2,100,89.8,75,29.4,29.4,29.3,11031
1/19/19,613,1098,20,1009,2.2,-3.7,-12.8,0,-6.9,-13.9,100,79.7,69,29.8,29.6,29.4,12444
1/20/19,484,1002,20.3,1048,-5,-9.9,-16.1,-5,-10.6,-17.2,100,96,85,29.8,29.7,29.6,11196
1/21/19,387,1098,20,1002,-2.8,-6.2,-11.1,-5,-8,-12.8,100,88.3,68,29.7,29.6,29.5,11651
1/22/19,447,1037,20.6,1095,-6.1,-10.4,-16.1,-8.9,-12.4,-17.2,100,86.2,79,29.7,29.7,29.6,11261
1/23/19,170,1037,19,1022,-6.1,-8.1,-10,-7.2,-8.6,-11.1,100,96.2,93,29.6,29.4,29.3,9850
1/24/19,609,897,20.2,1060,-6.1,-9.3,-17.2,-7.8,-10.6,-17.8,100,90.5,74,29.6,29.4,29.3,8863
1/25/19,628,917,20.1,1054,-7.8,-11.9,-17.8,-11.1,-14.3,-18.9,100,83.3,73,29.7,29.6,29.5,7947
1/26/19,214,1098,20.8,1024,-5,-7.1,-8.9,-5,-7.3,-11.1,100,98.6,79,29.5,29.3,29.2,7350
1/27/19,508,1098,19.8,1040,-6.1,-7.6,-8.9,-6.1,-8.8,-10,100,92.1,80,29.3,29.2,29.1,7650
1/28/19,280,1098,20.2,998,-3.9,-7.9,-10,-3.9,-8.2,-11.1,100,98.3,86,29.4,29.3,29.3,6133
1/29/19,142,1208,20,943,2.2,0.2,-2.8,2.2,0.1,-2.8,100,99.7,93,29.4,29.3,29.2,6332
1/30/19,160,1208,21.5,848,2.8,1.2,0,2.8,1.2,0,100,100,100,29.4,29.3,29.3,5151
1/31/19,172,1208,20.4,904,1.1,0.3,0,1.1,0.3,0,100,100,100,29.4,29.4,29.3,5387
2/1/19,217,1208,20.7,887,1.1,0.4,0,1.1,0.4,0,100,100,100,29.5,29.4,29.4,5529
2/2/19,183,1208,19.8,844,1.1,0.1,0,1.1,0.1,0,100,100,100,29.6,29.6,29.5,4530
2/3/19,181,1208,20.5,895,2.2,0.8,0,2.2,0.8,0,100,100,100,29.6,29.6,29.6,4630
2/4/19,257,1208,20.9,838,2.8,2,0,2.8,1.9,0,100,99.6,93,29.9,29.7,29.6,4070
2/5/19,180,1208,20.6,880,1.1,0.7,0,0,-0.9,-1.1,93,90.5,87,30,29.9,29.9,4903
2/6/19,268,1208,20.7,800,0,-1.6,-7.8,0,-1.8,-7.8,100,99.1,93,29.9,29.8,29.7,3665
2/7/19,771,1230,21.2,1012,3.9,-3.7,-8.9,-1.1,-4.8,-8.9,100,92.6,61,29.9,29.8,29.8,4272
2/8/19,363,1439,21.2,970,-1.1,-4.3,-8.9,-2.8,-5.8,-10,100,89.8,75,29.8,29.8,29.8,3021
2/9/19,348,1439,21.3,974,-2.2,-2.6,-2.8,-5,-5.7,-6.1,86,80.4,74,29.8,29.7,29.7,5840
2/10/19,533,1439,21.1,976,-1.1,-3.3,-7.2,-2.8,-5.2,-7.8,100,87.2,80,29.7,29.6,29.5,4885
2/11/19,140,1439,20.9,971,2.2,-0.7,-6.1,1.1,-1.7,-7.2,100,93.5,87,29.5,29.4,29.3,5565
2/12/19,208,1439,21.1,969,2.2,0.9,0,2.2,0.9,0,100,100,100,29.4,29.3,29.3,5486
2/13/19,509,1439,21.2,979,1.1,-0.6,-2.2,0,-2.8,-6.1,100,85.2,64,29.7,29.6,29.4,5951
2/14/19,262,1439,21.4,943,2.2,0.3,-1.1,1.1,0,-1.1,100,98.1,93,29.9,29.8,29.7,6288
2/15/19,558,1439,21.4,935,2.2,1.2,0,2.2,-0.2,-1.1,100,92.3,81,30,29.9,29.8,3197
2/16/19,597,1439,21.3,916,6.1,2.8,1.1,2.8,1.7,1.1,100,92.2,76,29.8,29.8,29.7,9658
2/17/19,902,1190,21.2,939,7.2,3.8,1.1,2.2,1.2,0,100,84.3,66,29.7,29.6,29.5,6400
2/18/19,1085,1113,21.2,1021,5,0.9,-5,0,-3.6,-7.2,100,75.3,42,29.8,29.7,29.6,7681
2/19/19,1071,1095,21.2,1017,3.9,-0.8,-6.1,-2.2,-4.4,-7.2,100,78.5,52,29.8,29.7,29.6,7005
2/20/19,440,1122,21.1,897,6.1,2.6,-1.1,2.8,0.1,-3.9,100,84,70,29.5,29.4,29.4,7964
2/21/19,941,1303,21.1,1070,3.9,1.1,-2.8,0,-6,-8.9,75,60.1,41,29.6,29.5,29.4,6270
2/22/19,754,1260,21,1068,-2.8,-5.7,-7.8,-7.8,-11.3,-12.8,86,65.7,50,29.9,29.7,29.6,8335
2/23/19,1194,1090,21.2,1086,-2.2,-4.8,-7.2,-7.8,-10.4,-12.2,86,66,47,30.2,30.1,29.9,7900
2/24/19,586,1439,21.1,968,1.1,-0.9,-3.9,-5,-9.4,-12.2,65,53.9,41,30.1,30,29.9,9005
2/25/19,1005,1175,21.3,985,7.2,2.8,0,-1.1,-3.2,-5,81,65.8,49,29.9,29.7,29.5,8552
2/26/19,306,1439,21.1,974,2.8,1.2,0,1.1,-0.4,-2.2,100,90.5,70,29.5,29.4,29.3,8171
2/27/19,525,1439,21.6,842,3.9,1.6,0,0,-1.8,-3.9,93,79.7,60,29.6,29.5,29.4,9160
2/28/19,747,1369,22.5,934,10,4.6,0,2.2,0.2,-2.8,93,74.7,54,29.4,29,28.8,9025
3/1/19,269,1439,21.7,969,3.9,2,-1.1,1.1,-2.4,-6.1,81,73,64,29.1,29,28.8,12776
3/2/19,1359,1021,22.3,1095,0,-2.6,-6.1,-7.2,-8.8,-11.1,80,63.2,44,29.5,29.3,29.2,11548
3/3/19,1317,1034,22.6,1084,2.8,-1.6,-7.2,-5,-7.6,-10,86,65.2,45,29.6,29.5,29.3,13868
3/4/19,470,1439,22,942,8.9,4.4,1.1,6.1,1.8,-5,100,83.6,60,29.3,29.2,29.1,12915
3/5/19,375,1390,22.2,955,7.8,5.2,1.1,5,1.7,-1.1,93,78.3,66,29.2,29,28.9,14575
3/6/19,682,1001,21.5,929,7.8,4.2,1.1,2.8,0.4,-2.8,93,77,62,29.7,29.4,29.2,14838
3/7/19,1340,755,21.4,970,8.9,3.9,-3.9,1.1,-1.2,-5,93,70.7,54,29.8,29.7,29.5,21046
3/8/19,995,831,21.3,787,13.9,9,3.9,6.1,3.2,-1.1,87,67.6,51,29.5,29.4,29.4,8920
3/9/19,1301,773,21.3,794,12.8,9.1,2.8,5,2.2,-2.2,100,64.8,36,29.5,29.4,29.3,18384
3/10/19,483,1160,20.8,847,8.9,4.3,-1.1,5,0.9,-2.8,100,80.5,53,29.3,29.2,29.1,13806
3/11/19,516,1185,20.5,918,10,3.7,0,3.9,-0.9,-6.1,93,73.1,50,29.3,29.1,28.9,13996
3/12/19,1139,783,21.1,859,6.1,0.9,-3.9,0,-4.1,-6.1,93,71.4,42,29.5,29.4,29.3,9571
3/13/19,1589,673,20.1,889,6.1,0.2,-5,-3.9,-6.6,-10,93,64.8,31,29.6,29.6,29.5,17012
3/14/19,866,898,19.8,867,7.2,3.2,-1.1,-2.2,-4.2,-6.1,80,59.7,43,29.5,29.5,29.4,10384
3/15/19,1395,701,20.2,831,8.9,3.7,0,-2.2,-3.2,-5,81,62,40,29.4,29.3,29.3,8708
3/16/19,446,1090,19.6,900,6.1,3,-1.1,3.9,0.4,-2.8,100,83.5,66,29.3,29.1,29,7860
3/17/19,1025,925,20,792,10,5.3,2.8,2.8,1,-2.2,93,74.7,43,29.5,29.3,29.1,8627
3/18/19,1560,671,20.7,750,17.8,9.2,1.1,6.1,2.3,0,93,65.5,40,29.6,29.5,29.5,7180
3/19/19,198,1148,20,770,10,6.7,3.9,6.1,3.3,0,100,79.8,57,29.8,29.7,29.6,8964
3/20/19,916,1100,20,776,8.9,5.7,1.1,5,1.4,-2.8,100,77,43,29.9,29.9,29.8,4965
3/21/19,803,1146,19.5,809,7.8,3.7,-2.2,2.2,-0.9,-3.9,86,72.2,61,29.9,29.9,29.8,5926
3/22/19,794,981,19.6,748,12.8,7.8,3.9,7.2,0.2,-10,93,63.7,26,29.8,29.7,29.6,4048
3/23/19,1111,956,19.1,869,7.2,3.8,-2.8,-2.8,-5.2,-8.9,93,53.7,36,29.8,29.7,29.7,5560
3/24/19,836,925,19.4,814,11.1,2.7,-3.9,2.2,-1.7,-5,100,75.5,46,29.8,29.6,29.5,3927
3/25/19,1034,669,19.5,848,10,3.8,-2.2,1.1,-2.3,-6.1,93,66.7,32,29.5,29.4,29.3,3856
3/26/19,919,1004,19.6,838,7.8,3.1,-2.2,2.8,-0.3,-2.8,100,80.2,53,29.5,29.4,29.3,3780
3/27/19,651,1111,19.5,901,5,1,-1.1,2.2,-0.3,-2.8,100,92,75,29.8,29.5,29.4,3703
3/28/19,1700,731,19.6,869,6.1,0.6,-6.1,-1.1,-5.6,-10,100,69.2,31,29.9,29.9,29.8,3680
3/29/19,1238,657,19.3,879,10,3.9,-2.8,0,-2.2,-5,93,67.3,43,29.9,29.8,29.6,4820
3/30/19,1298,793,20.1,784,15,8.1,2.8,5,3.5,0,100,74.7,48,29.7,29.7,29.6,5280
3/31/19,1940,559,20.6,671,20,9.4,-1.1,5,1.6,-1.1,100,64.7,24,29.7,29.6,29.5,4525
4/1/19,2079,552,20.6,658,12.2,7.4,2.2,2.2,-4.1,-13.9,87,49.1,16,29.8,29.6,29.5,5070
4/2/19,2080,564,19.6,1007,10,3.8,-2.2,-5,-8.2,-12.2,75,45.5,20,29.9,29.9,29.8,5865
4/3/19,2038,548,19.9,933,11.1,3.7,-5,-5,-7.6,-11.1,80,48.8,21,29.9,29.8,29.7,5960
4/4/19,1980,582,20.2,830,12.2,3.9,-5,-2.8,-7.7,-12.8,93,51.6,16,29.7,29.7,29.6,5680
4/5/19,1930,560,20.4,809,13.9,5.1,-5,-2.2,-6.2,-10,86,51.8,20,29.7,29.6,29.6,6226
4/6/19,1872,558,20.5,827,15,7.3,-2.8,-2.2,-5.8,-7.8,86,45.2,20,29.7,29.7,29.6,7800
4/7/19,1944,606,21.1,680,18.9,11.4,3.9,2.8,-0.8,-5,57,43.8,32,29.6,29.5,29.4,8720
4/8/19,1574,699,21.5,600,21.1,14.2,7.8,5,2.6,-1.1,71,48.8,23,29.4,29.4,29.4,8578
4/9/19,1183,783,21.2,647,20,14.1,10,7.2,5.3,2.8,82,57.4,33,29.4,29.3,29.3,7405
4/10/19,1959,568,20.8,656,21.1,13.5,5,8.9,7,3.9,100,67.9,38,29.4,29.4,29.3,8000
